Program,Hubspot ID,Time Zone,Program Name,Current Cohort,Deposit Paid Date,Status,payment_status,Current Payment Status,Payment Mode,Call Status,Upfront/Non-Upfront payment,Original SSA
Paid Upgrade,9275568,America/Los_Angeles,Engineering Management Interview Preparation Pathway,Engineering Management Interview Prep Pathway - Mid-April 2026,10-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Sharon
EdgeUp,580396751,America/Los_Angeles,EdgeUp 2026 Backend LevelUp Program (with Agentic AI Interview Prep),Backend Interview Prep - End-March 2026,12-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Refunded,ACH_TRANSFER,Onboarded,,Arshia
New ML,86470694663,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,12-Mar-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Manish
Paid Upgrade,178989236823,America/New_York,Systems Design Interview Preparation Pathway,Systems Design Pathway - 2nd Mid-March 2026,12-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Zeeshan
Advanced ML,138319869977,,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - End-May 2026,12-Mar-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Anwesh
EdgeUp Step Up,162498623598,America/Los_Angeles,EdgeUp 2026 Engineering Management StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - 2nd Mid-March 2026,13-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Manish
New ML,34742946,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-April 2026,12-Mar-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Archi
Agentic SkillUp,59607751,America/Phoenix,Applied Agentic AI Program,Applied Agentic AI - Early-April 2026,12-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Anwesh
Step Up,97078518697,America/Los_Angeles,Data Analyst & Business Analyst Interview Prep Fast Track Program,Self-Paced Data Analyst & Business Analyst FastTrack,12-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Arshia
New ML,202956845896,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-April 2026,12-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Onboarded Via Calendly,,Anwesh
EdgeUp,208172023723,America/Chicago,EdgeUp 2026 Backend LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd End-March 2026,12-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Refunded,CLIMBCREDIT,Incomplete OB,,Anwesh
Step Up,208633866870,Asia/Tokyo,Product Management Interview Prep Fast Track Program,Self-Paced Product Management FastTrack,12-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Incomplete OB,,Arshia
EdgeUp,257127951,America/Chicago,EdgeUp 2026 Backend LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd End-March 2026,13-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Onboarded,,Arush
EdgeUp Step Up,274554401,America/Los_Angeles,EdgeUp 2026 Engineering Management StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - 2nd Mid-March 2026,13-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,PAYPAL,Onboarded,,Sanjana
Agentic SkillUp,20296958472,America/Los_Angeles,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - 2nd End-March 2026,13-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Safoora
Level Up,84354660614,America/Los_Angeles,Data Science Interview Prep Program,Data Science Interview Prep - End-March 2026,13-Mar-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Callback Requested,,SSA-1
EdgeUp,134478753932,America/New_York,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),"
Applied Agentic AI - Early-April 2026",13-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Onboarded,,Zeeshan
Paid Upgrade,134478753932,America/New_York,Fullstack Interview Preparation Pathway,Fullstack Interview Prep Pathway - End-March 2026,13-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Zeeshan
EdgeUp Step Up,151639348400,America/Chicago,EdgeUp 2026 Technical Program Manager StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-April 2026,13-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Archi
Level Up,182305236519,America/Los_Angeles,Test Engineering (W/o System Design) Interview Prep Program,Test Engineering DSA Interview Prep - Early-April 2026,13-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Refunded,CLIMBCREDIT,Onboarded,,Arshia
EdgeUp Step Up,192477672571,America/Los_Angeles,EdgeUp Engineering Management StepUp Program (with Agentic AI),Applied Agentic AI for EM's - Eraly-April 2026,13-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,PAYPAL,Onboarded,,Sanjana
Advanced ML,195262267437,America/Phoenix,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - 2nd End-March 2026,13-Mar-2026,Flexipay_has_time_to_pay,DEPOSIT_PAID,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Sanjana
Step Up,206460654710,America/Los_Angeles,Technical Program Manager Interview Prep Fast Track Program,"Self-Paced TPM FastTrack
",13-Mar-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Disha
New ML,207297214741,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-April 2026,13-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Onboarded,,Anwesh
EdgeUp,128578501,America/Chicago,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-June 2026,13-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Arush
Agentic SkillUp,208185140895,America/New_York,Applied Agentic AI Program for SWEs,Applied Agentic AI - 2nd Mid-March 2026,13-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Arush
EdgeUp Step Up,208512139847,America/Chicago,EdgeUp 2026 Engineering Management StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - 2nd Mid-March 2026,13-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,PAYPAL,Onboarded,,Safoora
Fast Track Adv.ML,208807319427,America/Los_Angeles,Fast Track Advanced Machine Learning Program,Advanced Machine Learning Program - 2nd End-March 2026,13-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Safoora
New ML,208822236462,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-April 2026,13-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Onboarded,,Sanjana
EdgeUp Step Up,208850816377,America/Los_Angeles,EdgeUp 2026 Backend StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd End-March 2026,13-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Anwesh
New ML,208853162604,America/Phoenix,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,13-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Kamal
New ML,49987910190,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-April 2026,13-Mar-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Sanjana
Step Up,25870551,America/Los_Angeles,Backend Interview Prep Fast Track Program,Self-Paced Backend FastTrack,15-Mar-2026,Flexipay_has_time_to_pay,ENROLLED,Fully Paid,0_PERCENT_APR_FLEXIPAY,Onboarded,,Suraj
Step Up,57404151,America/Los_Angeles,iOS Interview Prep Fast Track Program,iOS Fast Track Masterclass,15-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Arshia
Agentic SkillUp,314181701,America/New_York,Applied Agentic AI Program for EM,Applied Agentic AI for EM's - 2nd Mid-April 2026,14-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Muskan
EdgeUp Step Up,9599166,America/New_York,EdgeUp Technical Program Manager StepUp Program (with Agentic AI),"""Applied Agentic AI - Early-April 2026
""",16-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Onboarded,,Zeeshan
Agentic SkillUp,21970751,America/Los_Angeles,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - 2nd End-March 2026,16-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Onboarded,,Sharon
Advanced ML,26686551,America/Chicago,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - 2nd End-March 2026,15-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Muskan
Advanced ML,290351201,America/New_York,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - 2nd End-March 2026,15-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded Via Calendly,,Arush
Step Up,482965701,EST,Fullstack Interview Prep Fast Track Program,"Self-Paced Fullstack FastTrack
",15-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Onboarded,,Anjali
EdgeUp,87722640194,America/Los_Angeles,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),Engineering Management Interview Prep - End-March 2026,15-Mar-2026,has_time_to_pay,ENROLLED,Fully Paid,CLIMBCREDIT,Onboarded,,Arshia
New ML,127076101657,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-April 2026,15-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Sharon
New ML,134093787572,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,15-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Nishtha
EdgeUp Step Up,155300517966,America/Chicago,EdgeUp Engineering Management StepUp Program (with Agentic AI),"Applied Agentic AI - Early-April 2026
",15-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Zeeshan
Advanced ML,193042065688,America/New_York,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - 2nd End-March 2026,15-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Refunded,CLIMBCREDIT,Onboarded,,Muskan
New ML,198268674355,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,16-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,BANK_TRANSFER,VM - 4 Attempts,,Nishtha
EdgeUp Step Up,205946391590,America/Los_Angeles,EdgeUp Technical Program Manager StepUp Program (with Agentic AI),Applied Agentic AI for SWEs - Early-April 2026,16-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Onboarded,,Pragya
EdgeUp Step Up,208385013818,America/New_York,EdgeUp 2026 Technical Program Manager StepUp Program (with Agentic AI Interview Prep),Self-Paced TPM FastTrack,16-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Onboarded,,Anjali
EdgeUp Step Up,208628812896,US/Pacific,EdgeUp Technical Program Manager StepUp Program (with Agentic AI),Self-Paced TPM FastTrack,16-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Suraj
Step Up,20241251,US/Pacific,Engineering Management Interview Prep Fast Track Program,Self-Paced Engineering Management FastTrack,13-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Suraj
EdgeUp,9281193,America/New_York,EdgeUp 2026 Backend LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-April 2026,16-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Manish
Paid Upgrade,9268395,America/Los_Angeles,Machine Learning Interview Preparation Pathway,Machine Learning Interview Prep Pathway - 2nd End-March 2026,17-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,PAYPAL,Onboarded,,Pragya
Advanced ML,9301583,America/New_York,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - 2nd End-March 2026,17-Mar-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Muskan
EdgeUp,50549951,America/Chicago,EdgeUp 2026 Machine Learning LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-April 2026,16-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Ajil
EdgeUp,85912551,America/Chicago,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-April 2026,16-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Onboarded,,Arush
Level Up,14238876,America/Los_Angeles,Backend Engineering Interview Prep Program,Backend Interview Prep - End-March 2026,16-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Pragya
New ML,368308551,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,17-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,VM - 4 Attempts,,Safoora
EdgeUp,560397551,America/Phoenix,EdgeUp Data Science LevelUp Program (with Agentic AI),"Applied Agentic AI for SWEs - 2nd End-March 2026",17-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Onboarded,,Ajil
Level Up,138839926844,America/Los_Angeles,Frontend Engineering Interview Prep Program,Frontend Interview Prep - End-March 2026,16-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Pragya
EdgeUp,138934352415,America/Los_Angeles,EdgeUp 2026 Product Manager (Tech) LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-April 2026,17-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Onboarded,,Sanjana
Step Up,207711336504,America/New_York,Security Engineering SysD Only Interview Prep Fast Track Program,Self-Paced Security Engineering FastTrack,16-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,VM - 6 Attempts,,Anjali
EdgeUp Step Up,209026815036,America/Los_Angeles,EdgeUp 2026 Technical Program Manager StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-April 2026,17-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Suraj
Step Up,209292214549,America/Los_Angeles,Technical Program Manager Interview Prep Fast Track Program,Self-Paced TPM FastTrack,17-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Ajil
Level Up,5174864440,America/Los_Angeles,Data Analyst & Business Analyst Interview Preparation Program,Data Analyst & Business Analyst Interview Prep - Mid-April 2026,17-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Disha
EdgeUp,64982673454,America/Chicago,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),Engineering Management Interview Prep - Early-April 2026,17-Mar-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Ajil
New ML,146353881166,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,17-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Incomplete OB,,Kamal
Fast Track ML,177661523982,America/Chicago,Fast Track Machine Learning Program,Fast Track Machine Learning Program,17-Mar-2026,Flexipay_has_time_to_pay,ENROLLED,has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Manish
EdgeUp Step Up,209219608690,America/New_York,EdgeUp 2026 Data Engineering StepUp Program (with Agentic AI Interview Prep),"Applied Agentic AI for SWEs - Early-April 2026
",17-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Disha
Advanced ML,209424395883,America/New_York,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - 2nd End-March 2026,17-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Callback Requested,,Archi
Agentic SkillUp,9277984,America/New_York,AI Engineering,Applied Agentic AI for SWEs - 2nd End-March 2026,19-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Kamal
EdgeUp Step Up,9626910,America/Los_Angeles,EdgeUp 2026 Android StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd End-March 2026,18-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Suraj
EdgeUp Step Up,34743765,America/Chicago,EdgeUp 2026 Fullstack StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd End-March 2026,19-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Ajil
EdgeUp,34743051,America/New_York,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - Early-April 2026,18-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,PAYPAL,Onboarded,,Archi
EdgeUp Step Up,24742070825,America/Los_Angeles,EdgeUp 2026 Fullstack StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd End-March 2026,18-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Suraj
AI/DS SwitchUp,203580098672,America/Chicago,AI Data Science SwitchUp Program,AI Data Science SwitchUp - Early-April 2026,19-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,VM - 4 Attempts,,Manish
EdgeUp,206479990383,America/Los_Angeles,EdgeUp 2026 Backend LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-March 2026,19-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_MANUAL_PAYMENT,Onboarded,,Safoora
EdgeUp Step Up,207733780794,America/New_York,EdgeUp 2026 AWS Cloud Solutions Architect StepUp Program (with Agentic AI Interview Prep),"Applied Agentic AI for SWEs - Early-April 2026
",18-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Disha
Agentic SkillUp,9263650,America/Los_Angeles,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - 2nd Mid-April 2026,19-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Kamal
EdgeUp,9292350,America/Phoenix,EdgeUp 2026 Machine Learning LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-April 2026,20-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,PAYPAL,Onboarded,,Anwesh
New ML,52635701,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-April 2026,20-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded Via Calendly,,Anwesh
EdgeUp,191426451,America/Los_Angeles,EdgeUp Test Engineering LevelUp Program (with Agentic AI),Applied Agentic AI for SWEs - Early-April 2026,20-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Onboarded,,Anwesh
AI/DS SwitchUp,408838501,America/Los_Angeles,AI Data Science SwitchUp Program,AI Data Science SwitchUp - Early-April 2026,20-Mar-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Sanjana
EdgeUp Step Up,418500251,America/Los_Angeles,EdgeUp 2026 Technical Program Manager StepUp Program (with Agentic AI Interview Prep),Self-Paced TPM FastTrack,19-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Anwesh
Agentic SkillUp,540128901,America/Los_Angeles,Applied Agentic AI Program,Applied Agentic AI - Early-April 2026,19-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Arush
EdgeUp,562960301,America/Phoenix,EdgeUp Engineering Manager LevelUp Program (with Agentic AI),Applied Agentic AI for EM's - Eraly-April 2026,19-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Sanjana
Agentic SkillUp,22057275019,America/New_York,Applied Agentic AI Program,Applied Agentic AI - Early-April 2026,19-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Manish
Step Up,109667492505,America/New_York,Technical Program Manager Interview Prep Fast Track Program,Self-Paced TPM FastTrack,19-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Anjali
